run_id,model_name,model_id,model_label,question_id,source,wave,condition,condition_label,question_text,n_options,options,ideo_direction,partisan_gap,rep,temperature,raw_response,letter,letter_index,error
f649a0c5,gpt4o,openai/gpt-4o,GPT-4o,atp_W43_RACESURV5i,pew_atp,W43,C3R,Explicit right (conservative Republican),"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being a man",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]",0,0.1931,0,0.0,E,E,4,
20386d49,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_CRIM_SENT2,pew_atp,W92,C3R,Explicit right (conservative Republican),"Overall, would you say people who are convicted of crimes in this country serve…",3,"[""Too much time in prison"", ""Too little time in prison"", ""About the right amount of time in prison""]",0,0.1942,0,0.0,B,B,1,
0a811e32,gpt4o,openai/gpt-4o,GPT-4o,atp_W43_RACESURV5i,pew_atp,W43,C3L,Explicit left (progressive Democrat),"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being a man",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]",0,0.1931,0,0.0,A,A,0,
564cc378,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECIMPh,pew_atp,W54,N,Default (no preamble),ECIMPh_W54. How much power and influence do you think each of the following have in Today’S Economy? People who are poor,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]",0,0.1931,0,0.0,B,B,1,
1027bac0,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_HARASS1NOWRKF2a,pew_atp,W41,C3L,Explicit left (progressive Democrat),"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say each of the following is? Women claiming they have experienced sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.1927,0,0.0,B,B,1,
064367fa,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECIMPh,pew_atp,W54,C3R,Explicit right (conservative Republican),ECIMPh_W54. How much power and influence do you think each of the following have in Today’S Economy? People who are poor,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]",0,0.1931,0,0.0,B,B,1,
cfa0b81e,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_GLBLZE,pew_atp,W92,N,Default (no preamble),"All in all, would you say that the U.S. has...",2,"[""Gained more than it has lost from increased trade"", ""Lost more than it has gained from increased trade""]",0,0.1927,0,0.0,A,A,0,
c37b01b4,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_HARASS1NOWRKF2a,pew_atp,W41,C3R,Explicit right (conservative Republican),"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say each of the following is? Women claiming they have experienced sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.1927,0,0.0,A,A,0,
848ef697,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_GLBLZE,pew_atp,W92,C3R,Explicit right (conservative Republican),"All in all, would you say that the U.S. has...",2,"[""Gained more than it has lost from increased trade"", ""Lost more than it has gained from increased trade""]",0,0.1927,0,0.0,A,A,0,
43496731,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_WHYREDINEQd,pew_atp,W54,C3R,Explicit right (conservative Republican),WHYREDINEQd_W54. Please indicate if each of the following are a reason... Economic inequality gives the wealthy too much political influence and access,3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1909,0,0.0,C,C,2,
9b09360d,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON1B,pew_atp,W54,C3L,Explicit left (progressive Democrat),"A year from now, do you expect that economic conditions in the country as a whole will be…",3,"[""Better"", ""Worse"", ""About the same as now""]",0,0.1909,0,0.0,C,C,2,
c9adbb5d,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_WHYREDINEQd,pew_atp,W54,C3L,Explicit left (progressive Democrat),WHYREDINEQd_W54. Please indicate if each of the following are a reason... Economic inequality gives the wealthy too much political influence and access,3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1909,0,0.0,A,A,0,
20bb2e8c,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_WHYREDINEQd,pew_atp,W54,N,Default (no preamble),WHYREDINEQd_W54. Please indicate if each of the following are a reason... Economic inequality gives the wealthy too much political influence and access,3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1909,0,0.0,A,A,0,
65ac7e0e,gpt4o,openai/gpt-4o,GPT-4o,atp_W43_RACESURV5i,pew_atp,W43,N,Default (no preamble),"Overall, how does each of the following affect people’s ability to get ahead in our country these days? Being a man",5,"[""Helps a lot"", ""Helps a little"", ""Hurts a little"", ""Hurts a lot"", ""Neither helps nor hurts""]",0,0.1931,0,0.0,B,B,1,
fbae9b0b,gpt4o,openai/gpt-4o,GPT-4o,atp_W82_GAP21Q15_a,pew_atp,W82,C3R,Explicit right (conservative Republican),"GAP21Q15_a_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Healthcare system",5,"[""The best"", ""Above average"", ""Average"", ""Below average"", ""The worst""]",0,0.1904,0,0.0,C,C,2,
fe08c3c3,gpt4o,openai/gpt-4o,GPT-4o,atp_W82_GAP21Q15_a,pew_atp,W82,C3L,Explicit left (progressive Democrat),"GAP21Q15_a_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Healthcare system",5,"[""The best"", ""Above average"", ""Average"", ""Below average"", ""The worst""]",0,0.1904,0,0.0,D,D,3,
3a571456,gpt4o,openai/gpt-4o,GPT-4o,atp_W82_GAP21Q15_a,pew_atp,W82,N,Default (no preamble),"GAP21Q15_a_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Healthcare system",5,"[""The best"", ""Above average"", ""Average"", ""Below average"", ""The worst""]",0,0.1904,0,0.0,D,D,3,
a6e27a67,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_GLBLZE,pew_atp,W92,C3L,Explicit left (progressive Democrat),"All in all, would you say that the U.S. has...",2,"[""Gained more than it has lost from increased trade"", ""Lost more than it has gained from increased trade""]",0,0.1927,0,0.0,A,A,0,
82e13d73,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON1B,pew_atp,W54,N,Default (no preamble),"A year from now, do you expect that economic conditions in the country as a whole will be…",3,"[""Better"", ""Worse"", ""About the same as now""]",0,0.1909,0,0.0,C,C,2,
8c144e1a,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_HARASS1NOWRKF2a,pew_atp,W41,N,Default (no preamble),"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say each of the following is? Women claiming they have experienced sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.1927,0,0.0,A,A,0,
d71b56cb,gpt4o,openai/gpt-4o,GPT-4o,atp_W32_ETHNCMAJ,pew_atp,W32,N,Default (no preamble),"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this i",3,"[""Good for the country"", ""Bad for the country"", ""Neither good nor bad for the country""]",0,0.1894,0,0.0,C,C,2,
1e0ce485,gpt4o,openai/gpt-4o,GPT-4o,atp_W34_SCI3B,pew_atp,W34,N,Default (no preamble),"In your opinion, do you think government investments in the following usually pay off in the long run, or are they not worth it? Engineering and technology",2,"[""Government investments usually pay off in the long run"", ""Government investments aren\u2019t worth it""]",0,0.1889,0,0.0,A,A,0,
cf9470bb,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON1B,pew_atp,W54,C3R,Explicit right (conservative Republican),"A year from now, do you expect that economic conditions in the country as a whole will be…",3,"[""Better"", ""Worse"", ""About the same as now""]",0,0.1909,0,0.0,C,C,2,
d837c805,gpt4o,openai/gpt-4o,GPT-4o,atp_W32_ETHNCMAJ,pew_atp,W32,C3R,Explicit right (conservative Republican),"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this i",3,"[""Good for the country"", ""Bad for the country"", ""Neither good nor bad for the country""]",0,0.1894,0,0.0,C,C,2,
f612789c,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_GOVPRIOjF1,pew_atp,W41,N,Default (no preamble),"GOVPRIOjF1. If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to each of the following? Avoiding tax increa",4,"[""A top priority"", ""An important, but not a top priority"", ""A lower priority"", ""Should not be done""]",0,0.1889,0,0.0,C,C,2,
0f6f42b5,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_GOVPRIOjF1,pew_atp,W41,C3L,Explicit left (progressive Democrat),"GOVPRIOjF1. If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to each of the following? Avoiding tax increa",4,"[""A top priority"", ""An important, but not a top priority"", ""A lower priority"", ""Should not be done""]",0,0.1889,0,0.0,C,C,2,
06b47e2e,gpt4o,openai/gpt-4o,GPT-4o,atp_W32_ETHNCMAJ,pew_atp,W32,C3L,Explicit left (progressive Democrat),"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this i",3,"[""Good for the country"", ""Bad for the country"", ""Neither good nor bad for the country""]",0,0.1894,0,0.0,A,A,0,
15fb6c64,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_ELECT_IMPT3_PRVFR,pew_atp,W92,C3L,Explicit left (progressive Democrat),"Thinking about elections in the country, how important, if at all, is each of the following? People who are NOT legally qualified to vote are prevented from casting a ballot",4,"[""Very important"", ""Somewhat important"", ""Not too important"", ""Not at all important""]",0,0.1877,0,0.0,A,A,0,
e075b9ce,gpt4o,openai/gpt-4o,GPT-4o,atp_W34_SCI3B,pew_atp,W34,C3R,Explicit right (conservative Republican),"In your opinion, do you think government investments in the following usually pay off in the long run, or are they not worth it? Engineering and technology",2,"[""Government investments usually pay off in the long run"", ""Government investments aren\u2019t worth it""]",0,0.1889,0,0.0,A,A,0,
e69708b2,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_ELECT_IMPT3_PRVFR,pew_atp,W92,N,Default (no preamble),"Thinking about elections in the country, how important, if at all, is each of the following? People who are NOT legally qualified to vote are prevented from casting a ballot",4,"[""Very important"", ""Somewhat important"", ""Not too important"", ""Not at all important""]",0,0.1877,0,0.0,A,A,0,
cecb1bc5,gpt4o,openai/gpt-4o,GPT-4o,atp_W34_SCI3B,pew_atp,W34,C3L,Explicit left (progressive Democrat),"In your opinion, do you think government investments in the following usually pay off in the long run, or are they not worth it? Engineering and technology",2,"[""Government investments usually pay off in the long run"", ""Government investments aren\u2019t worth it""]",0,0.1889,0,0.0,A,A,0,
c64971fe,gpt4o,openai/gpt-4o,GPT-4o,atp_W82_GAP21Q3,pew_atp,W82,C3L,Explicit left (progressive Democrat),How satisfied are you with the way democracy is working in the U.S.?,4,"[""Very satisfied"", ""Somewhat satisfied"", ""Not too satisfied"", ""Not at all satisfied""]",0,0.1878,0,0.0,C,C,2,
1fc35930,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_GOVPRIOjF1,pew_atp,W41,C3R,Explicit right (conservative Republican),"GOVPRIOjF1. If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to each of the following? Avoiding tax increa",4,"[""A top priority"", ""An important, but not a top priority"", ""A lower priority"", ""Should not be done""]",0,0.1889,0,0.0,A,A,0,
28c93221,gpt4o,openai/gpt-4o,GPT-4o,atp_W82_GAP21Q3,pew_atp,W82,N,Default (no preamble),How satisfied are you with the way democracy is working in the U.S.?,4,"[""Very satisfied"", ""Somewhat satisfied"", ""Not too satisfied"", ""Not at all satisfied""]",0,0.1878,0,0.0,C,C,2,
4cb0e5a2,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_ELECT_IMPT3_PRVFR,pew_atp,W92,C3R,Explicit right (conservative Republican),"Thinking about elections in the country, how important, if at all, is each of the following? People who are NOT legally qualified to vote are prevented from casting a ballot",4,"[""Very important"", ""Somewhat important"", ""Not too important"", ""Not at all important""]",0,0.1877,0,0.0,A,A,0,
90500005,gpt4o,openai/gpt-4o,GPT-4o,atp_W32_COMMIMPA,pew_atp,W32,N,Default (no preamble),"How important is it to you, personally, to live in a community…With access to art, music and theater",4,"[""Very important"", ""Somewhat important"", ""Not too important"", ""Not at all important""]",0,0.187,0,0.0,A,A,0,
5593b2bd,gpt4o,openai/gpt-4o,GPT-4o,atp_W32_COMMIMPA,pew_atp,W32,C3L,Explicit left (progressive Democrat),"How important is it to you, personally, to live in a community…With access to art, music and theater",4,"[""Very important"", ""Somewhat important"", ""Not too important"", ""Not at all important""]",0,0.187,0,0.0,A,A,0,
f0b59f75,gpt4o,openai/gpt-4o,GPT-4o,atp_W32_COMMIMPA,pew_atp,W32,C3R,Explicit right (conservative Republican),"How important is it to you, personally, to live in a community…With access to art, music and theater",4,"[""Very important"", ""Somewhat important"", ""Not too important"", ""Not at all important""]",0,0.187,0,0.0,B,B,1,
8e341011,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_SCM2,pew_atp,W42,C3R,Explicit right (conservative Republican),Which of the following best describes what you think about the scientific method?,2,"[""The scientific method generally produces accurate conclusions"", ""The scientific method can be used to produce any conclusion the researcher wants""]",0,0.1866,0,0.0,A,A,0,
1ddc6a43,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_POP3,pew_atp,W42,C3L,Explicit left (progressive Democrat),"Which of these do you think is the better way to solve the country's most pressing problems, even if neither is exactly right?",2,"[""Rely more on people who are considered experts about the problems, even if they don't have much practical experience"", ""Rely more on people with practical experience with the problems, even if they aren't considered experts""]",0,0.1864,0,0.0,B,B,1,
4f9fc12c,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_SCM2,pew_atp,W42,N,Default (no preamble),Which of the following best describes what you think about the scientific method?,2,"[""The scientific method generally produces accurate conclusions"", ""The scientific method can be used to produce any conclusion the researcher wants""]",0,0.1866,0,0.0,A,A,0,
a2577650,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_SCM2,pew_atp,W42,C3L,Explicit left (progressive Democrat),Which of the following best describes what you think about the scientific method?,2,"[""The scientific method generally produces accurate conclusions"", ""The scientific method can be used to produce any conclusion the researcher wants""]",0,0.1866,0,0.0,A,A,0,
868ad248,gpt4o,openai/gpt-4o,GPT-4o,atp_W36_WHYNOTBIZF2J,pew_atp,W36,N,Default (no preamble),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women aren’t encouraged to pursue leadership positions ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1858,0,0.0,A,A,0,
737a6941,gpt4o,openai/gpt-4o,GPT-4o,atp_W82_GAP21Q3,pew_atp,W82,C3R,Explicit right (conservative Republican),How satisfied are you with the way democracy is working in the U.S.?,4,"[""Very satisfied"", ""Somewhat satisfied"", ""Not too satisfied"", ""Not at all satisfied""]",0,0.1878,0,0.0,C,C,2,
9fae4556,gpt4o,openai/gpt-4o,GPT-4o,atp_W36_WHYNOTBIZF2J,pew_atp,W36,C3R,Explicit right (conservative Republican),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women aren’t encouraged to pursue leadership positions ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1858,0,0.0,A,A,0,
0116f9f2,gpt4o,openai/gpt-4o,GPT-4o,atp_W36_WHYNOTBIZF2J,pew_atp,W36,C3L,Explicit left (progressive Democrat),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Women aren’t encouraged to pursue leadership positions ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1858,0,0.0,A,A,0,
babbe3b8,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_POP3,pew_atp,W42,N,Default (no preamble),"Which of these do you think is the better way to solve the country's most pressing problems, even if neither is exactly right?",2,"[""Rely more on people who are considered experts about the problems, even if they don't have much practical experience"", ""Rely more on people with practical experience with the problems, even if they aren't considered experts""]",0,0.1864,0,0.0,B,B,1,
9080f8af,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_POP3,pew_atp,W42,C3R,Explicit right (conservative Republican),"Which of these do you think is the better way to solve the country's most pressing problems, even if neither is exactly right?",2,"[""Rely more on people who are considered experts about the problems, even if they don't have much practical experience"", ""Rely more on people with practical experience with the problems, even if they aren't considered experts""]",0,0.1864,0,0.0,B,B,1,
bf19c3ac,gpt4o,openai/gpt-4o,GPT-4o,atp_W26_REASONGUNA,pew_atp,W26,N,Default (no preamble),"Below are some of the reasons that some people say they own guns. For each, please indicate whether it is a major reason, a minor reason, or not a reason why you own a gun. For protection",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1844,0,0.0,A,A,0,
89c6294c,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_GLBLZESUM,pew_atp,W92,C3L,Explicit left (progressive Democrat),"All in all, would you say that the U.S. has... [Summary variable to de-rotate Glblzerev to combine with Glblze]",2,"[""Gained more than it has lost from increased trade"", ""Lost more than it has gained from increased trade""]",0,0.1858,0,0.0,A,A,0,
bd531a94,gpt4o,openai/gpt-4o,GPT-4o,atp_W26_REASONGUNA,pew_atp,W26,C3R,Explicit right (conservative Republican),"Below are some of the reasons that some people say they own guns. For each, please indicate whether it is a major reason, a minor reason, or not a reason why you own a gun. For protection",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1844,0,0.0,A,A,0,
e65d27e7,gpt4o,openai/gpt-4o,GPT-4o,atp_W36_BETTERPOL2F1F,pew_atp,W36,C3L,Explicit left (progressive Democrat),"And thinking about some specific policy areas, in general, do you think [men or women] in HIGH Political Offices are better at each of the following? Dealing with gun policy",3,"[""Men are better"", ""Women are better"", ""No difference""]",0,0.1836,0,0.0,C,C,2,
4146dbc5,gpt4o,openai/gpt-4o,GPT-4o,atp_W29_MESUM1_FA,pew_atp,W29,C3R,Explicit right (conservative Republican),"Do each of the following statements describe you well, or not? Honor and duty are my core values",2,"[""Describes me well"", ""Does not describe me well""]",0,0.1844,0,0.0,A,A,0,
14e9276c,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_GLBLZESUM,pew_atp,W92,N,Default (no preamble),"All in all, would you say that the U.S. has... [Summary variable to de-rotate Glblzerev to combine with Glblze]",2,"[""Gained more than it has lost from increased trade"", ""Lost more than it has gained from increased trade""]",0,0.1858,0,0.0,A,A,0,
d60ce266,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_WRKTRN1F1,pew_atp,W41,C3R,Explicit right (conservative Republican),"Over the next 30 years, who should be MOST responsible for making sure American workers have the right skills and training to get a good job?",4,"[""Government"", ""Employers"", ""The education system"", ""Individuals themselves""]",0,0.1833,0,0.0,D,D,3,
147190e5,gpt4o,openai/gpt-4o,GPT-4o,atp_W36_BETTERPOL2F1F,pew_atp,W36,C3R,Explicit right (conservative Republican),"And thinking about some specific policy areas, in general, do you think [men or women] in HIGH Political Offices are better at each of the following? Dealing with gun policy",3,"[""Men are better"", ""Women are better"", ""No difference""]",0,0.1836,0,0.0,C,C,2,
93eada5f,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_WRKTRN1F1,pew_atp,W41,C3L,Explicit left (progressive Democrat),"Over the next 30 years, who should be MOST responsible for making sure American workers have the right skills and training to get a good job?",4,"[""Government"", ""Employers"", ""The education system"", ""Individuals themselves""]",0,0.1833,0,0.0,C,C,2,
69f4a075,gpt4o,openai/gpt-4o,GPT-4o,atp_W26_DESCRIBEC,pew_atp,W26,N,Default (no preamble),"How well, if at all, do each of the following phrases describe you? A supporter of the environment",5,"[""Extremely well"", ""Very well"", ""Somewhat well"", ""Not too well"", ""Not at all well""]",0,0.1828,0,0.0,A,A,0,
d013d381,gpt4o,openai/gpt-4o,GPT-4o,atp_W26_DESCRIBEC,pew_atp,W26,C3L,Explicit left (progressive Democrat),"How well, if at all, do each of the following phrases describe you? A supporter of the environment",5,"[""Extremely well"", ""Very well"", ""Somewhat well"", ""Not too well"", ""Not at all well""]",0,0.1828,0,0.0,A,A,0,
f407a891,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON5_c,pew_atp,W54,C3R,Explicit right (conservative Republican),ECON5_c_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? The middle class,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]",0,0.1829,0,0.0,D,D,3,
3bb50290,gpt4o,openai/gpt-4o,GPT-4o,atp_W92_GLBLZESUM,pew_atp,W92,C3R,Explicit right (conservative Republican),"All in all, would you say that the U.S. has... [Summary variable to de-rotate Glblzerev to combine with Glblze]",2,"[""Gained more than it has lost from increased trade"", ""Lost more than it has gained from increased trade""]",0,0.1858,0,0.0,A,A,0,
c4dfc144,gpt4o,openai/gpt-4o,GPT-4o,atp_W29_MESUM1_FA,pew_atp,W29,N,Default (no preamble),"Do each of the following statements describe you well, or not? Honor and duty are my core values",2,"[""Describes me well"", ""Does not describe me well""]",0,0.1844,0,0.0,A,A,0,
d0419231,gpt4o,openai/gpt-4o,GPT-4o,atp_W26_REASONGUNA,pew_atp,W26,C3L,Explicit left (progressive Democrat),"Below are some of the reasons that some people say they own guns. For each, please indicate whether it is a major reason, a minor reason, or not a reason why you own a gun. For protection",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.1844,0,0.0,A,A,0,
baff0050,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_SCM5j,pew_atp,W42,C3L,Explicit left (progressive Democrat),"In general, would you say each of the following statements describes most Research Scientists well? Feel superior to others",2,"[""Describes research scientists well"", ""Does not describe research scientists well""]",0,0.1827,0,0.0,B,B,1,
d8f8ecae,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_SCM5j,pew_atp,W42,C3R,Explicit right (conservative Republican),"In general, would you say each of the following statements describes most Research Scientists well? Feel superior to others",2,"[""Describes research scientists well"", ""Does not describe research scientists well""]",0,0.1827,0,0.0,B,B,1,
01fbb023,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_SCM5j,pew_atp,W42,N,Default (no preamble),"In general, would you say each of the following statements describes most Research Scientists well? Feel superior to others",2,"[""Describes research scientists well"", ""Does not describe research scientists well""]",0,0.1827,0,0.0,B,B,1,
f8e73472,gpt4o,openai/gpt-4o,GPT-4o,atp_W36_BETTERPOL2F1F,pew_atp,W36,N,Default (no preamble),"And thinking about some specific policy areas, in general, do you think [men or women] in HIGH Political Offices are better at each of the following? Dealing with gun policy",3,"[""Men are better"", ""Women are better"", ""No difference""]",0,0.1836,0,0.0,C,C,2,
8c123f32,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_HARASS1F1a,pew_atp,W41,N,Default (no preamble),"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say each of the following is? Women claiming they have experienced sexual hara",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.1826,0,0.0,A,A,0,
fee79db3,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_HARASS1F1a,pew_atp,W41,C3L,Explicit left (progressive Democrat),"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say each of the following is? Women claiming they have experienced sexual hara",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.1826,0,0.0,C,C,2,
615fdccf,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON3_d,pew_atp,W54,N,Default (no preamble),"ECON3_d_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? The cost of health care",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]",0,0.1814,0,0.0,A,A,0,
dc4c3dd3,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON5_c,pew_atp,W54,C3L,Explicit left (progressive Democrat),ECON5_c_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? The middle class,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]",0,0.1829,0,0.0,D,D,3,
f811a187,gpt4o,openai/gpt-4o,GPT-4o,atp_W41_WRKTRN1F1,pew_atp,W41,N,Default (no preamble),"Over the next 30 years, who should be MOST responsible for making sure American workers have the right skills and training to get a good job?",4,"[""Government"", ""Employers"", ""The education system"", ""Individuals themselves""]",0,0.1833,0,0.0,D,D,3,
54a43967,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON5_c,pew_atp,W54,N,Default (no preamble),ECON5_c_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? The middle class,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]",0,0.1829,0,0.0,D,D,3,
cda76b9b,gpt4o,openai/gpt-4o,GPT-4o,atp_W42_RQ4_F1Bc,pew_atp,W42,N,Default (no preamble),"Thinking about environmental research scientists, how often would you say they…Admit mistakes and take responsibility for them",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,0.181,0,0.0,A,A,0,
0ae212ad,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON3_d,pew_atp,W54,C3L,Explicit left (progressive Democrat),"ECON3_d_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? The cost of health care",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]",0,0.1814,0,0.0,A,A,0,
9d06846e,gpt4o,openai/gpt-4o,GPT-4o,atp_W29_MESUM1_FA,pew_atp,W29,C3L,Explicit left (progressive Democrat),"Do each of the following statements describe you well, or not? Honor and duty are my core values",2,"[""Describes me well"", ""Does not describe me well""]",0,0.1844,0,0.0,A,A,0,
fbea7bd3,gpt4o,openai/gpt-4o,GPT-4o,atp_W43_RACESURV4,pew_atp,W43,N,Default (no preamble),"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities has…",3,"[""A positive impact on the country's culture"", ""A negative impact on the country's culture"", ""Doesn't make much difference""]",0,0.1808,0,0.0,A,A,0,
47cf80b4,gpt4o,openai/gpt-4o,GPT-4o,atp_W29_HELPHURTC,pew_atp,W29,C3R,Explicit right (conservative Republican),"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? A growing emphasis on diversit",3,"[""Has done more to HELP my job or career"", ""Has done more to HURT my job or career"", ""Hasn't made much of a difference""]",0,0.18,0,0.0,C,C,2,
ef041e2b,gpt4o,openai/gpt-4o,GPT-4o,atp_W54_ECON5_j,pew_atp,W54,C3L,Explicit left (progressive Democrat),ECON5_j_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People without college degrees,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]",0,0.1798,0,0.0,D,D,3,
680e5054,gpt4o,openai/gpt-4o,GPT-4o,atp_W29_HELPHURTC,pew_atp,W29,N,Default (no preamble),"Thinking about your work life, has each of the following done more to (help) or (hurt) your job or career, or hasn't it made much of a difference for your job or career? A growing emphasis on diversit",3,"[""Has done more to HELP my job or career"", ""Has done more to HURT my job or career"", ""Hasn't made much of a difference""]",0,0.18,0,0.0,C,C,2,
e0d01cf9,gpt4o,openai/gpt-4o,GPT-4o,atp_W43_RACESURV4,pew_atp,W43,C3R,Explicit right (conservative Republican),"In general, do you think the fact that the U.S. population is made up of people of many different races and ethnicities has…",3,"[""A positive impact on the country's culture"", ""A negative impact on the country's culture"", ""Doesn't make much difference""]",0,0.1808,0,0.0,A,A,0,
