run_id,model_name,model_id,model_label,question_id,source,wave,question_text,n_options,options,ideo_direction,raw_response,letter,letter_index,error
d1220284,gpt5,openai/gpt-5,GPT-5,atp_W41_SOLVPROBb,pew_atp,W41,"In the future, what kind of an impact do you think each of the following will have in solving the biggest problems facing the country? Major corporations",4,"[""A very positive impact"", ""A somewhat positive impact"", ""A somewhat negative impact"", ""A very negative impact""]",0,B,B,1,
d2fa9ca2,gpt5,openai/gpt-5,GPT-5,atp_W41_FUTR_K,pew_atp,W41,"By 2050, do you expect that people will be…",3,"[""More likely to have children than people are now"", ""Less likely to have children than people are now"", ""About as likely to have children as people are now""]",0,B,B,1,
5b2640b5,gpt5,openai/gpt-5,GPT-5,atp_W41_SOLVPROBeF2,pew_atp,W41,"SOLVPROBeF2. In the future, what kind of an impact do you think each of the following will have in solving the biggest problems facing the country? State and local government",4,"[""A very positive impact"", ""A somewhat positive impact"", ""A somewhat negative impact"", ""A very negative impact""]",0,B,B,1,
aa8e67b0,gpt5,openai/gpt-5,GPT-5,atp_W41_HARASS5,pew_atp,W41,Have you received unwanted sexual advances or verbal or physical harassment of a sexual nature…,3,"[""In a professional or work setting"", ""Outside of a professional or work setting"", ""Both""]",0,"I don’t have personal experiences; as an AI I can’t answer A/B/C. If you’re filling this out, choose the option that applies to you.",A,0,
cda337a1,gpt5,openai/gpt-5,GPT-5,atp_W41_SOLVPROBc,pew_atp,W41,"In the future, what kind of an impact do you think each of the following will have in solving the biggest problems facing the country? Religious groups",4,"[""A very positive impact"", ""A somewhat positive impact"", ""A somewhat negative impact"", ""A very negative impact""]",0,B,B,1,
c7a724ec,gpt5,openai/gpt-5,GPT-5,atp_W42_CONFb,pew_atp,W42,"How much confidence, if any, do you have in each of the following to act in the best interests of the public? The news media",4,"[""A great deal of confidence"", ""A fair amount of confidence"", ""Not too much confidence"", ""No confidence at all""]",0,C,C,2,
34c972fa,gpt5,openai/gpt-5,GPT-5,atp_W42_CONFd_F2,pew_atp,W42,"CONFd_F2. How much confidence, if any, do you have in each of the following to act in the best interests of the public? Scientists",4,"[""A great deal of confidence"", ""A fair amount of confidence"", ""Not too much confidence"", ""No confidence at all""]",0,A,A,0,
7974a98c,gpt5,openai/gpt-5,GPT-5,atp_W42_CONFf,pew_atp,W42,"How much confidence, if any, do you have in each of the following to act in the best interests of the public? Public school principals for grades K-12",4,"[""A great deal of confidence"", ""A fair amount of confidence"", ""Not too much confidence"", ""No confidence at all""]",0,B,B,1,
ee12f4b4,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ1_F1A,pew_atp,W42,"In general, would you say your view of medical research scientists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,A,A,0,
a67174f6,gpt5,openai/gpt-5,GPT-5,atp_W42_CONFg,pew_atp,W42,"How much confidence, if any, do you have in each of the following to act in the best interests of the public? Business leaders",4,"[""A great deal of confidence"", ""A fair amount of confidence"", ""Not too much confidence"", ""No confidence at all""]",0,B,B,1,
41e013e7,gpt5,openai/gpt-5,GPT-5,atp_W42_POLICY3,pew_atp,W42,"In general, would you say scientific experts are…",3,"[""Usually BETTER at making good policy decisions about scientific issues than other people"", ""Usually WORSE at making good policy decisions about scientific issues than other people"", ""NEITHER BETTER NOR WORSE at making good policy decisions about scientific issues than other people""]",0,C,C,2,
9c2e5da5,gpt5,openai/gpt-5,GPT-5,atp_W42_CONFd_F1,pew_atp,W42,"CONFd_F1. How much confidence, if any, do you have in each of the following to act in the best interests of the public? Medical scientists",4,"[""A great deal of confidence"", ""A fair amount of confidence"", ""Not too much confidence"", ""No confidence at all""]",0,B,B,1,
51f623b8,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ2_F1A,pew_atp,W42,"How much, if anything, do you know about what medical research scientists do?",3,"[""A lot"", ""A little"", ""Nothing at all""]",0,A,A,0,
4d3f22ef,gpt5,openai/gpt-5,GPT-5,atp_W41_SSCUT,pew_atp,W41,"Thinking about the long-term future of Social Security, which statement comes closer to your view, even if neither is exactly right?",2,"[""Some reductions in benefits for future retirees will need to be made"", ""Social Security benefits should not be reduced in any way""]",0,A,A,0,
ae246adb,gpt5,openai/gpt-5,GPT-5,atp_W42_POLICY1,pew_atp,W42,"Which of these statements comes closer to your own view, even if neither is exactly right?",2,"[""Scientists should take an active role in public policy debates about scientific issues"", ""Scientists should focus on establishing sound scientific facts and stay out of public policy debates""]",0,A,A,0,
2945703d,gpt5,openai/gpt-5,GPT-5,atp_W41_SOLVPROBf,pew_atp,W41,"In the future, what kind of an impact do you think each of the following will have in solving the biggest problems facing the country? The news media",4,"[""A very positive impact"", ""A somewhat positive impact"", ""A somewhat negative impact"", ""A very negative impact""]",0,C,C,2,
c5701801,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Ab,pew_atp,W42,Is what you know about medical research scientists because you…Learned about this in school,2,"[""Yes, learned about this in school"", ""No, did not learn about this in school""]",0,B,B,1,
1a15ac37,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Ad,pew_atp,W42,Is what you know about medical research scientists because you…Have heard or read about this in the news,2,"[""Yes, have heard or read about this in the news"", ""No, have not heard or read about this in the news""]",0,A,A,0,
d83cb304,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Aa,pew_atp,W42,"Thinking about medical research scientists, how often would you say they…Do a good job conducting research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
9e65218f,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Aa,pew_atp,W42,Is what you know about medical research scientists because you…Know someone who does this,2,"[""Yes, know someone who does this"", ""No, do not know someone who does this""]",0,B,B,1,
b0e84860,gpt5,openai/gpt-5,GPT-5,atp_W42_CONFe,pew_atp,W42,"How much confidence, if any, do you have in each of the following to act in the best interests of the public? Religious leaders",4,"[""A great deal of confidence"", ""A fair amount of confidence"", ""Not too much confidence"", ""No confidence at all""]",0,"I’m an AI and don’t have personal opinions, so I can’t select one of those options. If helpful, I can share survey data on public confidence in religious leaders.",,,
ca34a5c0,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Ac,pew_atp,W42,"Thinking about medical research scientists, how often would you say they…Admit mistakes and take responsibility for them",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
379f8b0d,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Ac,pew_atp,W42,Is what you know about medical research scientists because you…Learned about this in your job,2,"[""Yes, learned about this in my job"", ""No, did not learn about this in my job""]",0,B,B,1,
89d18226,gpt5,openai/gpt-5,GPT-5,atp_W42_CONFa,pew_atp,W42,"How much confidence, if any, do you have in each of the following to act in the best interests of the public? Elected officials",4,"[""A great deal of confidence"", ""A fair amount of confidence"", ""Not too much confidence"", ""No confidence at all""]",0,Sorry—I don’t have personal opinions to select A/B/C/D. I can summarize current polling on public confidence in elected officials if helpful.,A,0,
b5733f1b,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Ad,pew_atp,W42,"Thinking about medical research scientists, how often would you say they…Are transparent about potential conflicts of interest with industry groups in their research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
baa999f9,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Ae,pew_atp,W42,"Thinking about medical research scientists, how often would you say they…Care about the best interests of the public",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
ecc0f695,gpt5,openai/gpt-5,GPT-5,atp_W42_POLICY2,pew_atp,W42,"Which of these statements comes closer to your own view, even if neither is exactly right?",2,"[""Public opinion should play an important role to guide policy decisions about scientific issues"", ""Public opinion should NOT play an important role to guide policy decisions about scientific issues because these issues""]",0,I don’t have personal views. I can outline considerations for each option if you’d like.,,,
ea9d2d0f,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Ab,pew_atp,W42,"Thinking about medical research scientists, how often would you say they…Provide fair and accurate information when making statements about their research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
793c4dc6,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ2_F1B,pew_atp,W42,"How much, if anything, do you know about what environmental research scientists do?",3,"[""A lot"", ""A little"", ""Nothing at all""]",0,A,A,0,
c0a3030f,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ7_F1A,pew_atp,W42,"When you hear about problems with research misconduct among medical research scientists, which comes closer to your view, even if neither is exactly right?",2,"[""Most medical research scientists have good intentions, it's the research system that's broken"", ""The research system can work fine, it's the medical research scientists that are the problem""]",0,A,A,0,
caecef90,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ5_F1A,pew_atp,W42,"Overall, do you think research misconduct by medical research scientists is…",4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,B,B,1,
b308d74c,gpt5,openai/gpt-5,GPT-5,atp_W42_PAST,pew_atp,W42,"Compared with twenty years ago, do you think developments in science have made people's lives…",3,"[""Better"", ""Worse"", ""About the same""]",0,A,A,0,
30c193d3,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Ba,pew_atp,W42,Is what you know about environmental research scientists because you…Know someone who does this,2,"[""Yes, know someone who does this"", ""No, do not know someone who does this""]",0,B,B,1,
bce07f2c,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ1_F1B,pew_atp,W42,"In general, would you say your view of environmental research scientists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,A,A,0,
29f94f44,gpt5,openai/gpt-5,GPT-5,atp_W42_FUTURE,pew_atp,W42,"Looking ahead to the next twenty years, do you think developments in science will make people's lives…",3,"[""Better"", ""Worse"", ""About the same""]",0,A,A,0,
f02bd600,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Bc,pew_atp,W42,Is what you know about environmental research scientists because you…Learned about this in your job,2,"[""Yes, learned about this in my job"", ""No, did not learn about this in my job""]",0,B,B,1,
09954afb,gpt5,openai/gpt-5,GPT-5,atp_W41_SOLVPROBg,pew_atp,W41,"In the future, what kind of an impact do you think each of the following will have in solving the biggest problems facing the country? The military",4,"[""A very positive impact"", ""A somewhat positive impact"", ""A somewhat negative impact"", ""A very negative impact""]",0,B,B,1,
7c00bbf5,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Bb,pew_atp,W42,"Thinking about environmental research scientists, how often would you say they…Provide fair and accurate information when making statements about their research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
b6d39b4d,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ8_F1A,pew_atp,W42,"How often, if at all, do you think medical research scientists face serious consequences if they engage in research misconduct?",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,C,C,2,
64013ac9,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Be,pew_atp,W42,"Thinking about environmental research scientists, how often would you say they…Care about the best interests of the public",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
b0039c03,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Bd,pew_atp,W42,Is what you know about environmental research scientists because you…Have heard or read about this in the news,2,"[""Yes, have heard or read about this in the news"", ""No, have not heard or read about this in the news""]",0,A,A,0,
29d00851,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Ba,pew_atp,W42,"Thinking about environmental research scientists, how often would you say they…Do a good job conducting research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
48959569,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Bc,pew_atp,W42,"Thinking about environmental research scientists, how often would you say they…Admit mistakes and take responsibility for them",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
26f369d7,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ8_F1B,pew_atp,W42,"How often, if at all, do you think environmental research scientists face serious consequences if they engage in research misconduct?",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
7481e487,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ7_F1B,pew_atp,W42,"When you hear about problems with research misconduct among environmental research scientists, which comes closer to your view, even if neither is exactly right?",2,"[""Most environmental research scientists have good intentions, it's the research system that's broken"", ""The research system can work fine, it's the environmental research scientists that are the problem""]",0,A,A,0,
620992c4,gpt5,openai/gpt-5,GPT-5,atp_W41_SOLVPROBi,pew_atp,W41,"In the future, what kind of an impact do you think each of the following will have in solving the biggest problems facing the country? Public K-12 schools",4,"[""A very positive impact"", ""A somewhat positive impact"", ""A somewhat negative impact"", ""A very negative impact""]",0,B,B,1,
f7c58af1,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ1_F1C,pew_atp,W42,"In general, would you say your view of nutrition research scientists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,A,A,0,
3cf7f326,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Bb,pew_atp,W42,Is what you know about environmental research scientists because you…Learned about this in school,2,"[""Yes, learned about this in school"", ""No, did not learn about this in school""]",0,B,B,1,
2f06f2ba,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Cc,pew_atp,W42,Is what you know about nutrition research scientists because you…Learned about this in your job,2,"[""Yes, learned about this in my job"", ""No, did not learn about this in my job""]",0,B,B,1,
546a82f1,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ5_F1B,pew_atp,W42,"Overall, do you think research misconduct by environmental research scientists is…",4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,C,C,2,
07f85b81,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Bd,pew_atp,W42,"Thinking about environmental research scientists, how often would you say they…Are transparent about potential conflicts of interest with industry groups in their research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
124df4bb,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ6_F1B,pew_atp,W42,"When you hear or read news stories about research misconduct by environmental research scientists, do you think of these cases as…",2,"[""Isolated incidents"", ""Signs of a broader problem""]",0,B,B,1,
06a7375d,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Ca,pew_atp,W42,Is what you know about nutrition research scientists because you…Know someone who does this,2,"[""Yes, know someone who does this"", ""No, do not know someone who does this""]",0,B,B,1,
22373e7f,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Ce,pew_atp,W42,"Thinking about nutrition research scientists, how often would you say they…Care about the best interests of the public",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
69deefdb,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Ca,pew_atp,W42,"Thinking about nutrition research scientists, how often would you say they…Do a good job conducting research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
6d2a42ba,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Cc,pew_atp,W42,"Thinking about nutrition research scientists, how often would you say they…Admit mistakes and take responsibility for them",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
a2514ae8,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Cd,pew_atp,W42,Is what you know about nutrition research scientists because you…Have heard or read about this in the news,2,"[""Yes, have heard or read about this in the news"", ""No, have not heard or read about this in the news""]",0,A,A,0,
16ef98a7,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ6_F1C,pew_atp,W42,"When you hear or read news stories about research misconduct by nutrition research scientists, do you think of these cases as…",2,"[""Isolated incidents"", ""Signs of a broader problem""]",0,B,B,1,
186e5f51,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Cd,pew_atp,W42,"Thinking about nutrition research scientists, how often would you say they…Are transparent about potential conflicts of interest with industry groups in their research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
ff67a9e2,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Ab,pew_atp,W42,Is what you know about medical doctors because you…Learned about this in school,2,"[""Yes, learned about this in school"", ""No, did not learn about this in school""]",0,B,B,1,
b1ba9619,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ4_F1Cb,pew_atp,W42,"Thinking about nutrition research scientists, how often would you say they…Provide fair and accurate information when making statements about their research",4,"[""All or most of time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
9870a50c,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ5_F1C,pew_atp,W42,"Overall, do you think research misconduct by nutrition research scientists is…",4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,B,B,1,
3b5125f8,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ1_F2A,pew_atp,W42,"In general, would you say your view of medical doctors is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,C,C,2,
a75b8cd6,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ8_F1C,pew_atp,W42,"How often, if at all, do you think nutrition research scientists face serious consequences if they engage in research misconduct?",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,C,C,2,
922fa128,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Aa,pew_atp,W42,Is what you know about medical doctors because you…Know someone who does this,2,"[""Yes, know someone who does this"", ""No, do not know someone who does this""]",0,B,B,1,
4acf42bc,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Ac,pew_atp,W42,Is what you know about medical doctors because you…Learned about this in your job,2,"[""Yes, learned about this in my job"", ""No, did not learn about this in my job""]",0,B,B,1,
29b9ef00,gpt5,openai/gpt-5,GPT-5,atp_W42_CONFc,pew_atp,W42,"How much confidence, if any, do you have in each of the following to act in the best interests of the public? The military",4,"[""A great deal of confidence"", ""A fair amount of confidence"", ""Not too much confidence"", ""No confidence at all""]",0,B,B,1,
913dec0a,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Aa,pew_atp,W42,"Thinking about medical doctors, how often would you say they…Do a good job providing diagnoses and treatment recommendations",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
71706b99,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Ae,pew_atp,W42,"Thinking about medical doctors, how often would you say they…Care about the best interests of their patients",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
0ec270e3,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Ab,pew_atp,W42,"Thinking about medical doctors, how often would you say they…Provide fair and accurate information when making recommendations",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
d43feabe,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Ac,pew_atp,W42,"Thinking about medical doctors, how often would you say they…Admit mistakes and take responsibility for them",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
9faed2bf,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ6_F2A,pew_atp,W42,"When you hear or read news stories about professional misconduct by medical doctors, do you think of these cases as…",2,"[""Isolated incidents"", ""Signs of a broader problem""]",0,B,B,1,
6d0eb01b,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Ad,pew_atp,W42,"Thinking about medical doctors, how often would you say they…Are transparent about potential conflicts of interest with industry groups in their work",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
aa1e0e89,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ7_F2A,pew_atp,W42,"When you hear about problems with professional misconduct among medical doctors, which comes closer to your view, even if neither is exactly right?",2,"[""Most medical doctors have good intentions, it\u2019s the system that\u2019s broken"", ""The system can work fine, it\u2019s the medical doctors that are the problem""]",0,A,A,0,
8c4c5494,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Ba,pew_atp,W42,Is what you know about environmental health specialists because you…Know someone who does this,2,"[""Yes, know someone who does this"", ""No, do not know someone who does this""]",0,B,B,1,
6b5a7390,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ5_F2A,pew_atp,W42,"Overall, do you think professional misconduct by medical doctors is…",4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,B,B,1,
8cb19f36,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ6_F1A,pew_atp,W42,"When you hear or read news stories about research misconduct by medical research scientists, do you think of these cases as…",2,"[""Isolated incidents"", ""Signs of a broader problem""]",0,B,B,1,
7bc1e039,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Bb,pew_atp,W42,Is what you know about environmental health specialists because you…Learned about this in school,2,"[""Yes, learned about this in school"", ""No, did not learn about this in school""]",0,B,B,1,
7881d464,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Bb,pew_atp,W42,"Thinking about environmental health specialists, how often would you say they…Provide fair and accurate information when making recommendations",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
f7ec6f34,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ2_F2B,pew_atp,W42,"How much, if anything, do you know about what environmental health specialists do?",3,"[""A lot"", ""A little"", ""Nothing at all""]",0,A,A,0,
ab13a9ab,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Bc,pew_atp,W42,"Thinking about environmental health specialists, how often would you say they…Admit mistakes and take responsibility for them",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
4e8b9bd6,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Ba,pew_atp,W42,"Thinking about environmental health specialists, how often would you say they…Do a good job providing recommendations about how to address risks to human health from the environment",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
acdb5b01,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Bd,pew_atp,W42,"Thinking about environmental health specialists, how often would you say they…Are transparent about potential conflicts of interest with industry groups in their work",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
6eaf1e05,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Be,pew_atp,W42,"Thinking about environmental health specialists, how often would you say they…Care about the best interests of people in the community",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
a4119517,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ5_F2B,pew_atp,W42,"Overall, do you think professional misconduct by environmental health specialists is…",4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,C,C,2,
b32b696f,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Bd,pew_atp,W42,Is what you know about environmental health specialists because you…Have heard or read about this in the news,2,"[""Yes, have heard or read about this in the news"", ""No, have not heard or read about this in the news""]",0,A,A,0,
7602d6be,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Ca,pew_atp,W42,Is what you know about dietitians because you…Know someone who does this,2,"[""Yes, know someone who does this"", ""No, do not know someone who does this""]",0,B,B,1,
14b9a34f,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ2_F2C,pew_atp,W42,"How much, if anything, do you know about what dietitians do?",3,"[""A lot"", ""A little"", ""Nothing at all""]",0,A,A,0,
990daf30,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ1_F2C,pew_atp,W42,"In general, would you say your view of dietitians is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,C,C,2,
c350bf36,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ2_F1C,pew_atp,W42,"How much, if anything, do you know about what nutrition research scientists do?",3,"[""A lot"", ""A little"", ""Nothing at all""]",0,A,A,0,
f6b319f2,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Cb,pew_atp,W42,Is what you know about dietitians because you…Learned about this in school,2,"[""Yes, learned about this in school"", ""No, did not learn about this in school""]",0,B,B,1,
ef472820,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ7_F2B,pew_atp,W42,"When you hear about problems with professional misconduct among environmental health specialists, which comes closer to your view, even if neither is exactly right?",2,"[""Most environmental health specialists have good intentions, it's the system that's broken"", ""The system can work fine, it's the environmental health specialists that are the problem""]",0,A,A,0,
7bf29383,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ3_F1Cb,pew_atp,W42,Is what you know about nutrition research scientists because you…Learned about this in school,2,"[""Yes, learned about this in school"", ""No, did not learn about this in school""]",0,B,B,1,
b53d289e,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ3_F2Cc,pew_atp,W42,Is what you know about dietitians because you…Learned about this in your job,2,"[""Yes, learned about this in my job"", ""No, did not learn about this in my job""]",0,B,B,1,
b78ef8b5,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Ca,pew_atp,W42,"Thinking about dietitians, how often would you say they…Do a good job of providing recommendations about healthy eating",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
3337d1f1,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Ce,pew_atp,W42,"Thinking about dietitians, how often would you say they…Care about the best interests of their patients",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,A,A,0,
d8c2d948,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ1_F2B,pew_atp,W42,"In general, would you say your view of environmental health specialists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,A,A,0,
a90ea343,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ4_F2Cd,pew_atp,W42,"Thinking about dietitians, how often would you say they…Are transparent about potential conflicts of interest with industry groups in their work",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
26496498,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ6_F2B,pew_atp,W42,"When you hear or read news stories about professional misconduct by environmental health specialists, do you think of these cases as…",2,"[""Isolated incidents"", ""Signs of a broader problem""]",0,A,A,0,
a3deaafc,gpt5,openai/gpt-5,GPT-5,atp_W42_RQ7_F1C,pew_atp,W42,"When you hear about problems with research misconduct among nutrition research scientists, which comes closer to your view, even if neither is exactly right?",2,"[""Most nutrition research scientists have good intentions, it's the research system that's broken"", ""The research system can work fine, it's the nutrition research scientists that are the problem""]",0,A,A,0,
d467d506,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ2_F2A,pew_atp,W42,"How much, if anything, do you know about what medical doctors do?",3,"[""A lot"", ""A little"", ""Nothing at all""]",0,A,A,0,
70d9c42b,gpt5,openai/gpt-5,GPT-5,atp_W42_SCM4b,pew_atp,W42,"How important do you think each of the following types of scientific research is for society? Scientific research that advances knowledge, even if there are no immediate benefits",4,"[""Essential"", ""Important, but not essential"", ""Not too important"", ""Not important at all""]",0,A,A,0,
1f0feb4e,gpt5,openai/gpt-5,GPT-5,atp_W42_PQ8_F2C,pew_atp,W42,"How often, if at all, do you think dietitians face serious consequences if they engage in professional misconduct?",4,"[""All or most of the time"", ""Some of the time"", ""Only a little of the time"", ""None of the time""]",0,B,B,1,
